,0
000939.SZ,501.4617201237556
002068.SZ,327.89593024196495
002182.SZ,248.2528142583993
002430.SZ,368.7956159385025
600141.SH,212.56157221077947
600230.SH,137.18187750857857
600971.SH,262.39339166719253
601789.SH,861.7979545793285
601857.SH,266.2308457524318
