,0
300012.SZ,1.619419149720751e-05
002174.SZ,5.688551736360938e-06
600118.SH,4.86421634821067e-05
000826.SZ,6.195068817737312e-05
000625.SZ,0.00045909920094404166
600884.SH,113.05851307201465
600885.SH,329.7684162871845
601998.SH,5341.924470908696
002594.SZ,1605.14847349586
300287.SZ,1950.821112405823
