,0
000937.SZ,890.4684448566472
002278.SZ,963.1813186649056
002407.SZ,364.2995766609008
300033.SZ,310.7578429513879
300085.SZ,389.79342965120776
300126.SZ,551.9940551787306
300348.SZ,141.07126022727147
300377.SZ,276.9965798367836
600655.SH,657.584468823451
601901.SH,818.5430944380323
