,0
300316.SZ,251.6797795561676
000534.SZ,1270.9012670102882
300032.SZ,1018.2137343088386
002651.SZ,1136.5273290526488
300359.SZ,454.8278233455536
603000.SH,1022.1022833273925
000009.SZ,3921.370271013907
300139.SZ,1287.8004446537188
000711.SZ,9092.644609428778
000050.SZ,5980.5601648579795
