,0
000069.SZ,680.3933966719541
000528.SZ,784.6302078834597
000783.SZ,687.7375227398308
000987.SZ,1260.1195479712562
002544.SZ,273.1837529472529
300255.SZ,197.70002875219348
600030.SH,214.32677163558353
600187.SH,719.1476811576688
600999.SH,189.04451768128177
601800.SH,1371.0956779744413
