,0
000860.SZ,1.414601910126545e-05
002264.SZ,0.010305902987585379
300248.SZ,2.1717721990400698e-05
300367.SZ,1.616966373743367e-05
300477.SZ,786.3181924334756
300661.SZ,0.0007356952490931365
600438.SH,2.923244263732839e-05
600761.SH,3.166366044127349e-05
603127.SH,156.3661223108678
603818.SH,2.1162564878536462e-05
