,0
600967.SH,1.5530457253771754
300267.SZ,1.1055142316256374
002236.SZ,1.3750931353805689
601633.SH,1.2966876142356412
600139.SH,10.736209067076832
002048.SZ,541.179093383804
002358.SZ,582.5018246664763
002252.SZ,527.4842239851496
300363.SZ,784.2803942224891
300291.SZ,1869.2319658647896
