,0
002273.SZ,0.003037792911760539
000550.SZ,0.007663493468056094
000527.SZ,0.012398094085009918
002600.SZ,0.017534797696128798
002400.SZ,0.0043314894965058885
002167.SZ,0.02394258782859187
002456.SZ,16170.974208035888
