,0
000547.SZ,1054.4057278858643
002183.SZ,433.0281150044179
002488.SZ,542.142874552086
300036.SZ,263.16521704183
300085.SZ,310.4758374294637
300259.SZ,494.3416365993993
600150.SH,146.84845385883463
600787.SH,746.3095218149487
600862.SH,3307.891719397575
600965.SH,965.0438491022182
