,0
000636.SZ,36.15612624797031
000830.SZ,438.7955544960748
002001.SZ,808.1495422419097
002329.SZ,8.657249596998701e-05
300603.SZ,1.2566311417156666e-05
600089.SH,9.941200472317888e-05
600517.SH,8.801216857912733e-05
600759.SH,0.00012579538649763693
600782.SH,2.029719715448728
601116.SH,3.0204133664409023e-05
