,0
002055.SZ,601.0851886403084
002147.SZ,878.3132009228354
002229.SZ,448.13840982932163
002445.SZ,430.387718097901
002527.SZ,434.4125119311963
002540.SZ,283.11557431848956
300159.SZ,411.4042369196987
300170.SZ,301.8648624953154
300300.SZ,275.29986739052475
600266.SH,462.99783161441434
