,0
000059.SZ,1179.3109131202416
002195.SZ,136.99864094845475
002311.SZ,398.79843858825944
002431.SZ,417.4037480146922
300151.SZ,383.2405437443761
300203.SZ,250.06172026711565
300255.SZ,377.69400586609396
600426.SH,1219.5418187028156
600497.SH,699.4338863161546
601519.SH,1098.5912967360457
