,0
000151.SZ,3362.7153546383415
000977.SZ,3128.9461956027817
000863.SZ,5919.179478188664
002359.SZ,7214.341515957624
002059.SZ,8442.707562351263
600184.SH,5581.497599138786
000801.SZ,5733.296779584626
002208.SZ,11787.666843894098
002025.SZ,5178.18294375454
