,0
600782.SH,0.002628961689188674
300429.SZ,0.000790648968015063
002325.SZ,0.0029487035863783487
002717.SZ,0.0007005902797223918
601668.SH,0.002046061244020143
600233.SH,0.0010619032965748076
002600.SZ,300.1534989088995
603096.SH,213.6809127818277
002128.SZ,3654.090535733421
002714.SZ,2547.4035254031855
