,0
600977.SH,89.79279670953505
002185.SZ,377.6926314362414
300083.SZ,813.8674336109184
002045.SZ,525.8659718069587
000968.SZ,893.1227324719995
600970.SH,1223.2529376640475
002460.SZ,332.56116044897885
300072.SZ,237.5834051748554
300222.SZ,685.6640108005446
002302.SZ,3645.3872475968174
