,0
600801.SH,1186.7916982623863
000046.SZ,3402.832901725044
000401.SZ,1390.1885917710608
000979.SZ,3866.2306542920887
600109.SH,1763.3340229799885
600259.SH,539.8092736821782
002568.SZ,2313.461731546565
600335.SH,3087.946925151679
300251.SZ,1753.039170256262
000750.SZ,4898.1961121866
