,0
000066.SZ,417.5098090432427
000839.SZ,274.5029947763454
000877.SZ,1628.889489222598
002323.SZ,216.02494903515287
002436.SZ,482.2530952334041
300310.SZ,76.1975325421108
300466.SZ,130.52501190058803
300482.SZ,29.254859339532036
600720.SH,282.91856472867016
603799.SH,232.50715205936686
